Name,Target_Muscle,Equipment,Video_URL,Difficulty,Type,Check_Type,Avoid_If,Progression_Next,Alternative_Swap,Wger_Image_URL
Cable Kneeling Crunch,Waist,Cable,https://v2.exercisedb.io/image/a8SRr4VXl9wFUM,Intermediate,Compound,crunch_logic,Back Pain,Cable Reverse Crunch,Push-Up To Side Plank,
Cable Kneeling Rear Delt Row (With Rope) (Male),Shoulders,Cable,https://v2.exercisedb.io/image/edsASaw9YEWbYK,Advanced,Compound,row_logic,Shoulder Pain,Cable Lateral Raise,Kettlebell One Arm Snatch,
Cable Kneeling Triceps Extension,Upper Arms,Cable,https://v2.exercisedb.io/image/wKjk3-48YkKQ5z,Advanced,Compound,general_logic,,Cable Lying Bicep Curl,Ez Barbell Decline Close Grip Face Press,
Cable Lat Pulldown Full Range Of Motion,Back,Cable,https://v2.exercisedb.io/image/hGLO2Ors0AWVCf,Intermediate,Compound,general_logic,Back Pain,Cable Lateral Pulldown (With Rope Attachment),Medicine Ball Overhead Slam,
Cable Lateral Pulldown (With Rope Attachment),Back,Cable,https://v2.exercisedb.io/image/MSHZpHiRJDtr-i,Intermediate,Compound,general_logic,Back Pain,Cable Lateral Pulldown With V-Bar,Medicine Ball Catch And Overhead Throw,
Cable Lateral Pulldown With V-Bar,Back,Cable,https://v2.exercisedb.io/image/HBXFSnl0OW6Cxj,Advanced,Compound,general_logic,Back Pain,Cable Low Seated Row,Lower Back Curl,
Cable Lateral Raise,Shoulders,Cable,https://v2.exercisedb.io/image/0-xKqGb12dI3XL,Advanced,Compound,general_logic,Shoulder Pain,Cable One Arm Lateral Raise,Kettlebell One Arm Push Press,
Cable Low Fly,Chest,Cable,https://v2.exercisedb.io/image/J0kihnJtvY3fia,Advanced,Compound,general_logic,,Cable Lying Fly,Push-Up (Wall),
Cable Low Seated Row,Back,Cable,https://v2.exercisedb.io/image/nQVo4gbBKMwQJR,Beginner,Compound,row_logic,Back Pain,Cable Lying Extension Pullover (With Rope Attachment),London Bridge,
Cable Lying Bicep Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/0ucsnB3W364eVc,Beginner,Compound,curl_logic,,Cable Lying Close-Grip Curl,Ez Barbell Curl,
Cable Lying Close-Grip Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/q8r2mrFGtQ2FKN,Beginner,Compound,curl_logic,,Cable Lying Triceps Extension V. 2,Ez Barbell Close-Grip Curl,
Cable Lying Extension Pullover (With Rope Attachment),Back,Cable,https://v2.exercisedb.io/image/2jqHLYOPuB5HR1,Advanced,Compound,general_logic,Back Pain,Cable One Arm Bent Over Row,Lever Unilateral Row,
Cable Lying Fly,Chest,Cable,https://v2.exercisedb.io/image/NuX-LBQ-WSFBln,Intermediate,Compound,general_logic,,Cable Middle Fly,Push-Up (On Stability Ball),
Cable Lying Triceps Extension V. 2,Upper Arms,Cable,https://v2.exercisedb.io/image/CApluddzIxSP8n,Intermediate,Compound,general_logic,,Cable One Arm Curl,Ez Barbell Close Grip Preacher Curl,
Cable Middle Fly,Chest,Cable,https://v2.exercisedb.io/image/uSDEDnrDJ5y-U6,Advanced,Compound,general_logic,,Cable One Arm Decline Chest Fly,Push-Up (On Stability Ball),
Cable One Arm Bent Over Row,Back,Cable,https://v2.exercisedb.io/image/BsD74RWdgmeTAk,Intermediate,Compound,row_logic,Back Pain,Cable One Arm Pulldown,Lever T-Bar Reverse Grip Row,
Cable One Arm Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/kEaqIP7OX3haST,Intermediate,Compound,curl_logic,,Cable One Arm Preacher Curl,Ez Bar Standing French Press,
Cable One Arm Decline Chest Fly,Chest,Cable,https://v2.exercisedb.io/image/kopv0rqi7osF8q,Advanced,Compound,general_logic,,Cable One Arm Fly On Exercise Ball,Push-Up (Bosu Ball),
Cable One Arm Fly On Exercise Ball,Chest,Cable,https://v2.exercisedb.io/image/TfQcgoYssofz2o,Intermediate,Compound,general_logic,,Cable One Arm Incline Fly On Exercise Ball,Push-Up,
Cable One Arm Incline Fly On Exercise Ball,Chest,Cable,https://v2.exercisedb.io/image/srgx-Ha5KW355k,Beginner,Compound,general_logic,,Cable One Arm Incline Press,Push Up On Bosu Ball,
Cable One Arm Incline Press,Chest,Cable,https://v2.exercisedb.io/image/SRtCDic4YqpEOA,Intermediate,Compound,press_logic,,Cable One Arm Incline Press On Exercise Ball,Push And Pull Bodyweight,
Cable One Arm Incline Press On Exercise Ball,Chest,Cable,https://v2.exercisedb.io/image/FJcUN9IVnFJOg1,Beginner,Compound,press_logic,,Cable One Arm Lateral Bent-Over,Plyo Push Up,
Cable One Arm Lateral Bent-Over,Chest,Cable,https://v2.exercisedb.io/image/uI9ak7uv7zb6zS,Intermediate,Compound,general_logic,,Cable One Arm Press On Exercise Ball,Modified Hindu Push-Up (Male),
Cable One Arm Lateral Raise,Shoulders,Cable,https://v2.exercisedb.io/image/DxBlrsfipg2Efv,Intermediate,Compound,general_logic,Shoulder Pain,Cable Rear Delt Row (Stirrups),Kettlebell One Arm Military Press To The Side,
Cable One Arm Preacher Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/XFFjBWb1T-DEY-,Beginner,Compound,curl_logic,,Cable One Arm Reverse Preacher Curl,Ez Bar Seated Close Grip Concentration Curl,
Cable One Arm Press On Exercise Ball,Chest,Cable,https://v2.exercisedb.io/image/cUrHHMzL9ks1Zw,Beginner,Compound,press_logic,,Cable Press On Exercise Ball,Medicine Ball Chest Push With Run Release,
Cable One Arm Pulldown,Back,Cable,https://v2.exercisedb.io/image/MuN76A98uyNh6t,Beginner,Compound,general_logic,Back Pain,Cable One Arm Straight Back High Row (Kneeling),Lever T Bar Row,
Cable One Arm Reverse Preacher Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/jyN-9TumTSHYdf,Beginner,Compound,curl_logic,,Cable One Arm Tricep Pushdown,Ez Bar Lying Close Grip Triceps Extension Behind Head,
Cable One Arm Straight Back High Row (Kneeling),Back,Cable,https://v2.exercisedb.io/image/VhWbyPYADZboZ7,Intermediate,Compound,row_logic,Back Pain,Cable Palm Rotational Row,Lever Shrug,
Cable One Arm Tricep Pushdown,Upper Arms,Cable,https://v2.exercisedb.io/image/vzxcSOnKdP4jQa,Beginner,Compound,general_logic,,Cable Overhead Curl,Ez Bar French Press On Exercise Ball,
Cable Overhead Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/sMUmIZLzv4bkfU,Beginner,Compound,curl_logic,,Cable Overhead Curl On Exercise Ball,Exercise Ball Supine Triceps Extension,
Cable Overhead Curl On Exercise Ball,Upper Arms,Cable,https://v2.exercisedb.io/image/f8dNDgJJ9ypi4D,Intermediate,Compound,curl_logic,,Cable Overhead Triceps Extension (Rope Attachment),Exercise Ball Seated Triceps Stretch,
Cable Overhead Triceps Extension (Rope Attachment),Upper Arms,Cable,https://v2.exercisedb.io/image/jsqeNCytidz9kW,Intermediate,Compound,general_logic,,Cable Preacher Curl,Exercise Ball Dip,
Cable Palm Rotational Row,Back,Cable,https://v2.exercisedb.io/image/I69DIBeSb2bC6C,Beginner,Compound,row_logic,Back Pain,Cable Pulldown,Lever Seated Row,
Cable Preacher Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/WDO6RBs31N1jM0,Intermediate,Compound,curl_logic,,Cable Pulldown Bicep Curl,Elbow Dips,
Cable Press On Exercise Ball,Chest,Cable,https://v2.exercisedb.io/image/ivvGq0xBFjUqs6,Advanced,Compound,press_logic,,Cable Seated Chest Press,Medicine Ball Chest Push Single Response,
Cable Pull Through (With Rope),Upper Legs,Cable,https://v2.exercisedb.io/image/JLjxDa2xLprqCT,Intermediate,Compound,general_logic,Knee Pain,Cable Standing Hip Extension,Outside Leg Kick Push-Up,
Cable Pulldown,Back,Cable,https://v2.exercisedb.io/image/ruNpEXioi95im4,Beginner,Compound,general_logic,Back Pain,Cable Pulldown (Pro Lat Bar),Lever Reverse T-Bar Row,
Cable Pulldown (Pro Lat Bar),Back,Cable,https://v2.exercisedb.io/image/Wod7OThbqbXRL4,Intermediate,Compound,general_logic,Back Pain,Cable Pushdown (Straight Arm) V. 2,Lever Reverse Grip Vertical Row,
Cable Pulldown Bicep Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/fJrauq7ZpRgrjH,Beginner,Compound,curl_logic,,Cable Pushdown,Dumbbells Seated Triceps Extension,
Cable Pushdown,Upper Arms,Cable,https://v2.exercisedb.io/image/q49camYFYmZGG6,Advanced,Compound,general_logic,,Cable Pushdown (With Rope Attachment),Dumbbell Zottman Preacher Curl,
Cable Pushdown (Straight Arm) V. 2,Back,Cable,https://v2.exercisedb.io/image/LIBuJmJWhtWoMn,Advanced,Compound,general_logic,Back Pain,Cable Rear Pulldown,Lever Reverse Grip Lateral Pulldown,
Cable Pushdown (With Rope Attachment),Upper Arms,Cable,https://v2.exercisedb.io/image/rGZq2ZWhXYX-I-,Intermediate,Compound,general_logic,,Cable Rear Drive,Dumbbell Zottman Curl,
Cable Rear Delt Row (Stirrups),Shoulders,Cable,https://v2.exercisedb.io/image/rk2fAbDmHPZm65,Beginner,Compound,row_logic,Shoulder Pain,Cable Rear Delt Row (With Rope),Kettlebell One Arm Jerk,
Cable Rear Delt Row (With Rope),Shoulders,Cable,https://v2.exercisedb.io/image/rtIXHUyOgE-k-V,Advanced,Compound,row_logic,Shoulder Pain,Cable Seated Rear Lateral Raise,Kettlebell One Arm Clean And Jerk,
Cable Rear Drive,Upper Arms,Cable,https://v2.exercisedb.io/image/EsxPfvhlVPIdEe,Advanced,Compound,general_logic,,Cable Reverse Curl,Dumbbell Waiter Biceps Curl,
Cable Rear Pulldown,Back,Cable,https://v2.exercisedb.io/image/YZCX8q9epBv7mT,Intermediate,Compound,general_logic,Back Pain,Cable Reverse-Grip Straight Back Seated High Row,Lever Pullover,
Cable Reverse Crunch,Waist,Cable,https://v2.exercisedb.io/image/wqMfeJQuZ2DHLF,Advanced,Compound,crunch_logic,Back Pain,Cable Russian Twists (On Stability Ball),Pull-In (On Stability Ball),
Cable Reverse Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/XmVP79d3Xknaq5,Intermediate,Compound,curl_logic,,Cable Reverse Grip Triceps Pushdown (Sz-Bar) (With Arm Blaster),Dumbbell Twisting Bench Press,
Cable Reverse Grip Triceps Pushdown (Sz-Bar) (With Arm Blaster),Upper Arms,Cable,https://v2.exercisedb.io/image/DzRyKj2rwY3liD,Advanced,Compound,general_logic,,Cable Reverse One Arm Curl,Dumbbell Tricep Kickback With Stork Stance,
Cable Reverse One Arm Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/XvZALij-zXJOuD,Advanced,Compound,curl_logic,,Cable Reverse Preacher Curl,Dumbbell Tate Press,
Cable Reverse Preacher Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/9otST4G8pKkztB,Intermediate,Compound,curl_logic,,Cable Reverse-Grip Pushdown,Dumbbell Step Up Single Leg Balance With Bicep Curl,
Cable Reverse Wrist Curl,Lower Arms,Cable,https://v2.exercisedb.io/image/HCsVvGDiMqZ5vT,Beginner,Compound,curl_logic,,Cable Standing Back Wrist Curl,Finger Curls,
Cable Reverse-Grip Pushdown,Upper Arms,Cable,https://v2.exercisedb.io/image/V7eW9AJZ78WNkG,Beginner,Compound,general_logic,,Cable Rope Hammer Preacher Curl,Dumbbell Standing Zottman Preacher Curl,
Cable Reverse-Grip Straight Back Seated High Row,Back,Cable,https://v2.exercisedb.io/image/ii2ZR6z2Ufyuif,Beginner,Compound,row_logic,Back Pain,Cable Rope Crossover Seated Row,Lever One Arm Lateral Wide Pulldown,
Cable Rope Crossover Seated Row,Back,Cable,https://v2.exercisedb.io/image/oaqSTQfGdDThx7,Intermediate,Compound,row_logic,Back Pain,Cable Rope Elevated Seated Row,Lever One Arm Lateral High Row,
Cable Rope Elevated Seated Row,Back,Cable,https://v2.exercisedb.io/image/Hi656moZXQfLPf,Beginner,Compound,row_logic,Back Pain,Cable Rope Extension Incline Bench Row,Lever One Arm Bent Over Row,
Cable Rope Extension Incline Bench Row,Back,Cable,https://v2.exercisedb.io/image/sfjPvkNLRvMeqI,Intermediate,Compound,row_logic,Back Pain,Cable Rope Seated Row,Lever Narrow Grip Seated Row,
Cable Rope Hammer Preacher Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/NrF7oUn4XAdwZe,Beginner,Compound,curl_logic,,Cable Rope High Pulley Overhead Tricep Extension,Dumbbell Standing Triceps Extension,
Cable Rope High Pulley Overhead Tricep Extension,Upper Arms,Cable,https://v2.exercisedb.io/image/dq7jdvLQZrQu10,Advanced,Compound,general_logic,,Cable Rope Incline Tricep Extension,Dumbbell Standing Reverse Curl,
Cable Rope Incline Tricep Extension,Upper Arms,Cable,https://v2.exercisedb.io/image/ARAAqrrbvU7b5m,Beginner,Compound,general_logic,,Cable Rope Lying On Floor Tricep Extension,Dumbbell Standing Preacher Curl,
Cable Rope Lying On Floor Tricep Extension,Upper Arms,Cable,https://v2.exercisedb.io/image/D8cwCal6fCN0CJ,Advanced,Compound,general_logic,,Cable Rope One Arm Hammer Preacher Curl,Dumbbell Standing One Arm Reverse Curl,
Cable Rope One Arm Hammer Preacher Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/ljBFpvdvoQeaEk,Beginner,Compound,curl_logic,,Cable Seated Curl,Dumbbell Standing One Arm Extension,
Cable Rope Seated Row,Back,Cable,https://v2.exercisedb.io/image/bmn8RfM-HL20-q,Beginner,Compound,row_logic,Back Pain,Cable Seated High Row (V-Bar),Lever High Row,
Cable Russian Twists (On Stability Ball),Waist,Cable,https://v2.exercisedb.io/image/rSdwo7Mi8ium5r,Advanced,Compound,general_logic,Back Pain,Cable Seated Crunch,Prone Twist On Stability Ball,
Cable Seated Chest Press,Chest,Cable,https://v2.exercisedb.io/image/tUvgNnTjor29-I,Beginner,Compound,press_logic,,Cable Standing Fly,Medicine Ball Chest Push Multiple Response,
Cable Seated Crunch,Waist,Cable,https://v2.exercisedb.io/image/fr9ByFF5kfRzqU,Beginner,Compound,crunch_logic,Back Pain,Cable Seated Twist,Prisoner Half Sit-Up (Male),
Cable Seated Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/xey0vvaYE8xhNb,Beginner,Compound,curl_logic,,Cable Seated One Arm Concentration Curl,Dumbbell Standing One Arm Curl Over Incline Bench,
Cable Seated High Row (V-Bar),Back,Cable,https://v2.exercisedb.io/image/yhwESahZqcvlwm,Advanced,Compound,row_logic,Back Pain,Cable Seated One Arm Alternate Row,Lever Gripless Shrug V. 2,
Cable Seated One Arm Alternate Row,Back,Cable,https://v2.exercisedb.io/image/yHk-s2eTGu2dBO,Intermediate,Compound,row_logic,Back Pain,Cable Seated Row,Lever Gripless Shrug,
Cable Seated One Arm Concentration Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/7NuOWchHy7JjSC,Beginner,Compound,curl_logic,,Cable Seated Overhead Curl,Dumbbell Standing One Arm Curl (Over Incline Bench),
Cable Seated Overhead Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/isL7HK7Elj391V,Advanced,Compound,curl_logic,,Cable Squatting Curl,Dumbbell Standing One Arm Concentration Curl,
Cable Seated Rear Lateral Raise,Shoulders,Cable,https://v2.exercisedb.io/image/u5fdyZ9niDfv7L,Advanced,Compound,general_logic,Shoulder Pain,Cable Seated Shoulder Internal Rotation,Kettlebell Double Snatch,
Cable Seated Row,Back,Cable,https://v2.exercisedb.io/image/BVxwoU5JW7GV3V,Beginner,Compound,row_logic,Back Pain,Cable Seated Wide-Grip Row,Lever Front Pulldown,
Cable Seated Shoulder Internal Rotation,Shoulders,Cable,https://v2.exercisedb.io/image/kKJofwzjyR21FT,Beginner,Compound,general_logic,Shoulder Pain,Cable Shoulder Press,Kettlebell Double Push Press,
Cable Seated Twist,Waist,Cable,https://v2.exercisedb.io/image/Es9xCodzUk7Jei,Intermediate,Compound,general_logic,Back Pain,Cable Side Bend,Power Point Plank,
Cable Seated Wide-Grip Row,Back,Cable,https://v2.exercisedb.io/image/--LakZKHL47y0i,Beginner,Compound,row_logic,Back Pain,Cable Shrug,Lever Bent-Over Row With V-Bar,
Cable Shoulder Press,Shoulders,Cable,https://v2.exercisedb.io/image/Mf1pEAquhLHgP-,Intermediate,Compound,press_logic,Shoulder Pain,Cable Standing Cross-Over High Reverse Fly,Kettlebell Double Jerk,
Cable Shrug,Back,Cable,https://v2.exercisedb.io/image/ljHT5Z9x7S0DWj,Advanced,Compound,general_logic,Back Pain,Cable Squat Row (With Rope Attachment),Lever Bent Over Row,
Cable Side Bend,Waist,Cable,https://v2.exercisedb.io/image/m0Za9UbMD9Mi2a,Beginner,Compound,general_logic,Back Pain,Cable Side Bend Crunch (Bosu Ball),Potty Squat,
Cable Side Bend Crunch (Bosu Ball),Waist,Cable,https://v2.exercisedb.io/image/GAHMVfNVaMYYur,Intermediate,Compound,crunch_logic,Back Pain,Cable Side Crunch,Posterior Step To Overhead Reach,
Cable Side Crunch,Waist,Cable,https://v2.exercisedb.io/image/7T2CigqmOMNAsM,Beginner,Compound,crunch_logic,Back Pain,Cable Standing Crunch,Pelvic Tilt,
Cable Squat Row (With Rope Attachment),Back,Cable,https://v2.exercisedb.io/image/xNZMKt9wwSiEkp,Beginner,Compound,squat_logic,Back Pain,Cable Standing Row (V-Bar),Lever Back Extension,
Cable Squatting Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/ULJnwknCpqNCwt,Intermediate,Compound,squat_logic,,Cable Standing Inner Curl,Dumbbell Standing Kickback,
Cable Standing Back Wrist Curl,Lower Arms,Cable,https://v2.exercisedb.io/image/gB1FEHuT0bkkvF,Beginner,Compound,curl_logic,,Cable Wrist Curl,Dumbbell Seated Palms Up Wrist Curl,
Cable Standing Calf Raise,Lower Legs,Cable,https://v2.exercisedb.io/image/6COY3X2L9nJwVC,Beginner,Compound,general_logic,Knee Pain,Cable Standing One Leg Calf Raise,Sled Calf Press On Leg Press,
Cable Standing Cross-Over High Reverse Fly,Shoulders,Cable,https://v2.exercisedb.io/image/bgiLIhmYN1PzFY,Beginner,Compound,general_logic,Shoulder Pain,Cable Standing Rear Delt Row (With Rope),Kettlebell Arnold Press,
Cable Standing Crunch,Waist,Cable,https://v2.exercisedb.io/image/6vcsIHJjl3DC-1,Intermediate,Compound,crunch_logic,Back Pain,Cable Standing Crunch (With Rope Attachment),Otis Up,
Cable Standing Crunch (With Rope Attachment),Waist,Cable,https://v2.exercisedb.io/image/khGq2slXxTjXm2,Beginner,Compound,crunch_logic,Back Pain,Cable Standing Lift,One Arm Slam (With Medicine Ball),
Cable Standing Fly,Chest,Cable,https://v2.exercisedb.io/image/jnWrg6rMWjsOf7,Intermediate,Compound,general_logic,,Cable Standing Up Straight Crossovers,Medicine Ball Chest Push From 3 Point Stance,
Cable Standing Hip Extension,Upper Legs,Cable,https://v2.exercisedb.io/image/ltwb9mBSdKGwDk,Beginner,Compound,general_logic,Knee Pain,Chair Leg Extended Stretch,One Leg Squat,
Cable Standing Inner Curl,Upper Arms,Cable,https://v2.exercisedb.io/image/Eg17oGpzM7xxZw,Intermediate,Compound,curl_logic,,Cable Standing One Arm Triceps Extension,Dumbbell Standing Inner Biceps Curl V. 2,
Cable Standing Lift,Waist,Cable,https://v2.exercisedb.io/image/mPqVPNXPYgNzD8,Intermediate,Compound,general_logic,Back Pain,Cable Tuck Reverse Crunch,Oblique Crunches Floor,
Cable Standing One Arm Triceps Extension,Upper Arms,Cable,https://v2.exercisedb.io/image/DdF36tCIYFjnHt,Intermediate,Compound,general_logic,,Cable Standing Pulldown (With Rope),Dumbbell Standing Concentration Curl,
Cable Standing One Leg Calf Raise,Lower Legs,Cable,https://v2.exercisedb.io/image/X44ZHrp0MIzCeT,Advanced,Compound,general_logic,Knee Pain,Calf Push Stretch With Hands Against Wall,Sled 45В° Calf Press,
Cable Standing Pulldown (With Rope),Upper Arms,Cable,https://v2.exercisedb.io/image/bPIcTItyj7lJ78,Advanced,Compound,general_logic,,Cable Standing Reverse Grip One Arm Overhead Tricep Extension,Dumbbell Standing Biceps Curl,
Cable Standing Rear Delt Row (With Rope),Shoulders,Cable,https://v2.exercisedb.io/image/mxUN6ey-x5qjMG,Intermediate,Compound,row_logic,Shoulder Pain,Cable Standing Shoulder External Rotation,Kettlebell Alternating Press,
Cable Standing Reverse Grip One Arm Overhead Tricep Extension,Upper Arms,Cable,https://v2.exercisedb.io/image/mNuPPFnWrHPKUO,Advanced,Compound,general_logic,,Cable Triceps Pushdown (V-Bar),Dumbbell Standing Bent Over Two Arm Triceps Extension,
Cable Standing Row (V-Bar),Back,Cable,https://v2.exercisedb.io/image/ovMWH86YC0hiCM,Advanced,Compound,row_logic,Back Pain,Cable Standing Twist Row (V-Bar),Lever Assisted Chin-Up,
Cable Standing Shoulder External Rotation,Shoulders,Cable,https://v2.exercisedb.io/image/gRKkvpaxlWcn4z,Beginner,Compound,general_logic,Shoulder Pain,Cable Supine Reverse Fly,Ez Barbell Anti Gravity Press,
Cable Standing Twist Row (V-Bar),Back,Cable,https://v2.exercisedb.io/image/wgV-wLYw2WIGwx,Beginner,Compound,row_logic,Back Pain,Cable Straight Arm Pulldown,Lever Alternating Narrow Grip Seated Row,
Cable Standing Up Straight Crossovers,Chest,Cable,https://v2.exercisedb.io/image/E9BXh2JK52ZhtU,Intermediate,Compound,general_logic,,Cable Upper Chest Crossovers,Medicine Ball Chest Pass,
Cable Straight Arm Pulldown,Back,Cable,https://v2.exercisedb.io/image/mBrejqupGSrAGv,Advanced,Compound,general_logic,Back Pain,Cable Straight Arm Pulldown (With Rope),L-Pull-Up,
Cable Straight Arm Pulldown (With Rope),Back,Cable,https://v2.exercisedb.io/image/oRTWA9mFJhAnip,Intermediate,Compound,general_logic,Back Pain,Cable Straight Back Seated Row,Kneeling Lat Stretch,
Cable Straight Back Seated Row,Back,Cable,https://v2.exercisedb.io/image/t-hAvilvdY52Xp,Beginner,Compound,row_logic,Back Pain,Cable Thibaudeau Kayak Row,Kipping Muscle Up,
Cable Supine Reverse Fly,Shoulders,Cable,https://v2.exercisedb.io/image/z8ovCHKO6hi4Zd,Beginner,Compound,general_logic,Shoulder Pain,Cable Upright Row,Dumbbell W-Press,
Cable Thibaudeau Kayak Row,Back,Cable,https://v2.exercisedb.io/image/6wL8hfj6FF4qdO,Beginner,Compound,row_logic,Back Pain,Cable Twisting Pull,Kettlebell Two Arm Row,
Cable Triceps Pushdown (V-Bar),Upper Arms,Cable,https://v2.exercisedb.io/image/JgLbmRTX2ptBre,Advanced,Compound,general_logic,,Cable Triceps Pushdown (V-Bar) (With Arm Blaster),Dumbbell Standing Bent Over One Arm Triceps Extension,
Cable Triceps Pushdown (V-Bar) (With Arm Blaster),Upper Arms,Cable,https://v2.exercisedb.io/image/P3hN3PakLA0c4o,Beginner,Compound,general_logic,,Cable Two Arm Curl On Incline Bench,Dumbbell Standing Alternating Tricep Kickback,
Cable Tuck Reverse Crunch,Waist,Cable,https://v2.exercisedb.io/image/dOnRxFvrBvBdWB,Beginner,Compound,crunch_logic,Back Pain,Cable Twist,Oblique Crunch V. 2,
Cable Twist,Waist,Cable,https://v2.exercisedb.io/image/3TU49Sm3mGzTrx,Intermediate,Compound,general_logic,Back Pain,Cable Twist (Up-Down),Negative Crunch,
Cable Twist (Up-Down),Waist,Cable,https://v2.exercisedb.io/image/3bxM4MKAiplXn5,Intermediate,Compound,general_logic,Back Pain,Captains Chair Straight Leg Raise,Lying Leg-Hip Raise,
Cable Twisting Pull,Back,Cable,https://v2.exercisedb.io/image/vMECjyPBrrV-aL,Beginner,Compound,general_logic,Back Pain,Cable Underhand Pulldown,Kettlebell Sumo High Pull,
Cable Two Arm Curl On Incline Bench,Upper Arms,Cable,https://v2.exercisedb.io/image/87HgOccT3kGobu,Intermediate,Compound,curl_logic,,Cable Two Arm Tricep Kickback,Dumbbell Standing Alternate Hammer Curl And Press,
Cable Two Arm Tricep Kickback,Upper Arms,Cable,https://v2.exercisedb.io/image/STjqGakeE6UrHj,Beginner,Compound,general_logic,,Close-Grip Push-Up,Dumbbell Seated Triceps Extension,
Cable Underhand Pulldown,Back,Cable,https://v2.exercisedb.io/image/SRhtnRcHGchpMd,Intermediate,Compound,general_logic,Back Pain,Cable Upper Row,Kettlebell One Arm Row,
Cable Upper Chest Crossovers,Chest,Cable,https://v2.exercisedb.io/image/JEOrEr60E0en7m,Beginner,Compound,general_logic,,Chest And Front Of Shoulder Stretch,Machine Inner Chest Press,
Cable Upper Row,Back,Cable,https://v2.exercisedb.io/image/sP7IyJpOOFVSgE,Beginner,Compound,row_logic,Back Pain,Cable Wide Grip Rear Pulldown Behind Neck,Kettlebell Alternating Row,
Cable Upright Row,Shoulders,Cable,https://v2.exercisedb.io/image/8D-1WXtJuuD06M,Intermediate,Compound,row_logic,Shoulder Pain,Dumbbell Alternate Side Press,Dumbbell Upright Shoulder External Rotation,
Cable Wide Grip Rear Pulldown Behind Neck,Back,Cable,https://v2.exercisedb.io/image/fgAb67Vv2LDwo6,Intermediate,Compound,general_logic,Back Pain,Cambered Bar Lying Row,Kettlebell Alternating Renegade Row,
Cable Wrist Curl,Lower Arms,Cable,https://v2.exercisedb.io/image/2uBCa6ldddLJCf,Advanced,Compound,curl_logic,,Dumbbell Finger Curls,Dumbbell Seated One Arm Rotate,
Calf Push Stretch With Hands Against Wall,Lower Legs,Body Weight,https://v2.exercisedb.io/image/h5FdrEaBuW2pUr,Intermediate,Compound,general_logic,Knee Pain,Calf Stretch With Hands Against Wall,Single Leg Calf Raise (On A Dumbbell),
Calf Stretch With Hands Against Wall,Lower Legs,Body Weight,https://v2.exercisedb.io/image/y3RY1ScmzzMws0,Beginner,Compound,general_logic,Knee Pain,Calf Stretch With Rope,Seated Calf Stretch (Male),
Calf Stretch With Rope,Lower Legs,Rope,https://v2.exercisedb.io/image/4FPJRIYTR-RpTN,Intermediate,Compound,general_logic,Knee Pain,Circles Knee Stretch,Posterior Tibialis Stretch,
Cambered Bar Lying Row,Back,Barbell,https://v2.exercisedb.io/image/94iDiu4ZVVVKso,Beginner,Compound,row_logic,Back Pain,Chin-Up,Inverted Row With Straps,
Captains Chair Straight Leg Raise,Waist,Body Weight,https://v2.exercisedb.io/image/ba0e9-rFGzIdXP,Advanced,Compound,general_logic,Back Pain,Cocoons,Lying Leg Raise Flat Bench,
Chair Leg Extended Stretch,Upper Legs,Body Weight,https://v2.exercisedb.io/image/S4ACYtKKE7pHhU,Beginner,Compound,general_logic,Knee Pain,Curtsey Squat,Monster Walk,
Chest And Front Of Shoulder Stretch,Chest,Body Weight,https://v2.exercisedb.io/image/m9r9FcT49zdirO,Intermediate,Compound,general_logic,,Chest Dip,Lever Standing Chest Press,
Chest Dip,Chest,Body Weight,https://v2.exercisedb.io/image/t5WOoCZt3k6rJY,Intermediate,Compound,dip_logic,,Chest Dip (On Dip-Pull-Up Cage),Lever Seated Fly,
Chest Dip (On Dip-Pull-Up Cage),Chest,Body Weight,https://v2.exercisedb.io/image/TJnWqFWJnhJZ82,Beginner,Compound,dip_logic,,Chest Dip On Straight Bar,Lever Incline Chest Press V. 2,
Chest Dip On Straight Bar,Chest,Body Weight,https://v2.exercisedb.io/image/oaVTRZ23sO74Wm,Beginner,Compound,dip_logic,,Chest Stretch With Exercise Ball,Lever Incline Chest Press,
Chest Stretch With Exercise Ball,Chest,Stability Ball,https://v2.exercisedb.io/image/ru8PzMr9X79-cV,Beginner,Compound,general_logic,,Chest Tap Push-Up (Male),Lever Decline Chest Press,
Chest Tap Push-Up (Male),Chest,Body Weight,https://v2.exercisedb.io/image/HoFYyroLWTnPup,Intermediate,Compound,pushup_logic,,Clap Push Up,Lever Chest Press,
